year,CTY_CODE,CTYNAME,I_1,I_2,I_3,I_4,I_5,I_6,I_7,I_8,I_9,I_10,I_11,I_12,IYR,E_1,E_2,E_3,E_4,E_5,E_6,E_7,E_8,E_9,E_10,E_11,E_12,EYR
2003,11,北京,42.4192,32.1987,42.3701,45.5785,38.4323,45.0926,48.237,40.1481,53.9916,36.5871,40.379,50.6992,516.1334,12.3698,11.3086,12.9687,14.2175,12.5011,14.7427,14.0628,15.0396,14.9922,13.0355,14.3693,19.2604,168.8682
2004,11,北京,46.9974,56.563,56.783,63.5579,55.7489,65.2691,61.7811,59.4869,67.3431,56.9057,72.6562,76.9724,740.0647,10.4058,13.1075,14.1358,15.4011,15.4345,18.7039,16.8943,18.5885,19.2523,18.4685,22.0606,23.2397,205.6925
2005,11,北京,56.8039,59.0929,80.081,85.9241,75.3271,79.5435,75.624,78.4017,93.4338,81.3179,89.2697,91.5858,946.4054,21.4847,18.6621,25.3089,24.7963,24.4225,27.0413,27.0364,29.4642,26.0787,25.4442,27.4683,31.4515,308.6591
2006,11,北京,90.7985,80.2723,106.7046,99.9197,101.3018,107.1398,101.1779,113.6993,118.6514,89.2164,102.0186,89.9262,1200.8265,24.0751,24.4163,30.8804,27.718,26.518,32.9254,31.8737,34.3586,34.5806,33.0546,40.3264,38.8127,379.5398
2007,11,北京,105.7289,87.5353,109.6995,124.8516,105.9346,113.0675,129.0678,126.9919,127.3268,113.25,143.3061,154.0032,1440.7632,33.1011,32.6924,38.8162,38.6684,40.6923,42.5058,41.6144,42.3065,42.4662,41.3828,47.0712,49.1153,490.4326
2008,11,北京,163.445,155.5499,184.6563,178.9773,200.469,203.6285,214.6733,217.1835,198.5757,176.1785,130.5884,118.0076,2141.933,41.4867,36.6045,46.4674,44.3773,53.4094,50.1096,55.1691,49.7698,53.7177,48.0726,48.7898,47.022,574.9959
2009,11,北京,81.5247,93.8994,116.8338,124.3204,118.7054,142.1497,168.8417,153.7642,165.1904,159.3964,148.3406,190.572,1663.5387,37.8023,34.9396,39.3541,38.6438,34.9295,38.2719,39.8678,39.8749,43.81,40.751,45.4762,50.0721,483.7932
2010,11,北京,174.0653,167.5166,218.2119,226.3528,194.4326,202.3416,202.103,206.3089,220.5369,168.7461,220.0838,262.1826,2462.8821,45.1992,35.2251,44.6622,42.5945,46.165,45.9597,50.8177,48.4185,47.8117,46.4964,50.9276,50.0845,554.3621
2011,11,北京,279.3669,224.9295,281.915,276.1733,277.2789,248.4398,261.1638,288.0299,290.4932,266.6236,304.1659,307.0086,3305.5884,43.7064,32.1722,50.4197,45.6146,45.5458,52.4428,49.6817,54.2156,52.5837,54.4126,53.0425,56.1395,589.9771
2012,11,北京,272.7614,297.6757,317.077,297.379,331.1065,277.7735,270.5799,249.4742,272.8705,267.0525,299.9012,331.1009,3484.7523,42.6481,39.6311,49.3824,46.0291,50.0542,51.9524,50.25,53.8455,55.4165,50.3125,51.3529,55.5337,596.4084
2013,11,北京,292.3928,258.402,339.3083,317.864,310.7003,288.8502,329.0812,308.3042,320.5267,296.3227,276.2772,330.1825,3668.2121,50.8104,44.3547,50.0052,50.5105,54.9844,53.3567,53.454,57.9127,57.8169,52.2598,52.1052,53.7036,631.2741
2014,11,北京,341.5877,294.0237,310.6415,314.7028,287.2389,273.863,287.5278,270.7171,308.574,282.5227,279.3097,281.2255,3531.9344,56.9722,36.4569,50.981,49.9744,56.9155,49.7242,56.7013,50.419,56.2284,52.5517,51.4903,55.0264,623.4413
2015,11,北京,248.3299,176.5834,226.8789,232.7181,207.6154,241.0824,245.9915,205.4834,240.7677,191.4695,189.6748,241.0092,2647.6042,49.0316,43.1786,36.3096,41.3543,43.9711,44.4931,39.3241,39.6087,46.2489,45.9309,52.2792,64.9345,546.6646
2016,11,北京,161.7152,139.466,190.2648,181.2701,200.1759,198.3189,220.163,202.1577,209.9108,184.6612,189.3386,225.8277,2303.2699,40.9059,32.3459,39.4843,37.0993,41.4563,44.9109,47.2384,43.3296,44.3756,44.2909,48.5369,56.2543,520.2283
2017,11,北京,210.3743,182.9727,243.5653,197.2046,225.5432,231.3381,213.6191,213.0149,227.9233,216.1455,238.8967,253.9167,2654.5144,42.6621,35.8729,45.1445,42.9233,47.1911,49.8737,49.3194,51.2182,46.1703,47.8355,60.6509,66.7981,585.66
2018,11,北京,269.7809,217.4897,277.2289,292.8664,302.8187,282.4738,306.976,288.805,292.0502,274.6787,0,0,2805.1683,54.7664,48.1704,69.558,59.3529,67.4917,61.0891,63.3094,65.8532,57.2895,55.0149,0,0,601.8955
2003,12,天津,11.7176,9.2807,11.697,13.1855,10.6767,10.4144,12.6697,11.5817,15.8167,13.034,13.6622,16.1942,149.9304,11.2145,9.4887,11.854,11.8641,11.0121,9.49,11.1694,11.3086,13.4809,12.0274,15.0086,15.5757,143.494
2004,12,天津,12.3382,14.9495,17.8324,19.2949,17.5207,19.0476,17.6906,17.9806,20.0746,16.1746,19.4069,19.4582,211.7688,11.6264,14.7194,16.986,17.2037,16.228,17.2142,16.3392,16.7891,19.2329,19.0428,21.2475,21.8883,208.5175
2005,12,天津,15.1783,15.9693,19.8313,20.6128,19.9947,22.1646,21.6711,23.9855,24.4992,21.3634,25.6915,27.9976,258.9593,18.7125,15.6472,20.0618,22.2465,21.343,25.6272,25.0369,22.6521,23.5607,23.3873,26.0021,29.5315,273.8088
2006,12,天津,22.244,22.6627,26.4371,27.4991,23.469,24.3423,23.7705,27.8784,29.1472,25.238,27.5228,29.5006,309.7117,23.5333,20.4018,30.8092,27.0577,23.0014,26.5748,25.8537,27.0253,31.732,32.3987,31.9805,34.8711,335.2395
2007,12,天津,25.9217,21.562,28.9412,29.2702,23.299,23.7578,29.4816,30.902,30.8466,29.0744,31.5228,29.332,333.9113,30.5981,27.438,30.3411,30.9986,29.7498,31.3178,34.529,34.5003,36.2093,31.9035,36.4752,34.6835,388.7442
2008,12,天津,30.6366,26.7428,33.8652,35.5542,32.2755,33.9475,38.4052,33.9358,36.8354,32.9261,25.809,22.0452,382.9785,31.0576,29.2157,33.7609,33.0122,36.3879,38.085,41.708,40.1692,42.2392,35.9449,28.6544,30.7948,421.0298
2009,12,天津,17.4876,22.7259,25.2143,27.0646,24.204,29.9304,30.9154,30.2156,34.3793,30.0614,29.9806,37.2062,339.3853,21.2592,21.8914,24.5166,22.9523,22.1049,22.2285,25.523,25.3117,27.3797,28.8363,27.7797,29.1437,298.927
2010,12,天津,29.9641,30.2169,41.3638,36.3502,33.1424,36.437,38.0266,37.2573,39.6531,34.7402,45.2383,43.7623,446.1522,25.2031,22.4712,29.9273,26.2792,33.4875,33.7855,34.2294,31.9842,35.2299,33.4203,34.002,34.8287,374.8483
2011,12,天津,47.0853,33.346,48.3565,42.8242,46.5241,45.1681,49.7115,56.6494,54.8268,50.0053,59.1758,55.2693,588.9423,32.6365,25.7492,35.4126,37.0652,35.322,37.5801,41.0968,39.7257,39.9406,38.5887,42.1282,39.5738,444.8194
2012,12,天津,44.7251,54.835,56.9987,53.8561,59.0733,55.0046,63.397,58.4847,61.7031,54.1319,53.237,57.7707,673.2172,33.3581,35.5992,43.522,37.3808,41.4586,43.8006,42.5252,45.5083,46.9761,37.0187,41.9409,34.0517,483.1402
2013,12,天津,54.1284,47.9108,68.9525,65.9424,69.208,64.5927,72.4356,75.5478,74.5048,67.1805,66.3822,68.1816,794.9673,36.5524,34.6993,38.8317,40.0059,48.9745,39.3427,41.7378,42.7436,42.2332,41.968,44.4133,38.5715,490.0739
2014,12,天津,68.1475,53.5162,72.8274,76.5691,67.3735,62.9161,78.2548,71.6546,68.9308,64.1784,58.3381,70.3868,813.0933,44.8887,28.0848,41.484,46.7024,44.819,41.9673,45.8907,44.0174,50.6757,44.3881,45.8592,47.1451,525.9224
2015,12,天津,55.6803,46.1401,51.7334,57.184,47.7936,54.8458,57.2873,47.8516,56.7743,48.1263,53.0617,55.1527,631.6311,51.9085,39.8845,39.1727,45.5738,41.8553,42.1569,41.4439,37.2442,46.8987,41.468,40.2129,43.8194,511.6388
2016,12,天津,44.7332,36.6255,47.0393,51.0244,41.3473,50.7897,47.9973,54.9593,53.5577,42.9763,53.663,59.0602,583.7732,38.2698,29.8788,35.2767,41.5799,38.0408,40.5338,36.6916,39.5379,37.7449,33.7815,37.1394,34.3119,442.787
2017,12,天津,52.1359,44.9336,50.7706,50.4329,55.0876,57.4802,62.142,68.7056,67.2593,49.585,58.7326,76.3157,693.581,35.8186,28.2064,36.8884,37.3417,35.4069,35.2014,35.8547,37.7785,36.5421,35.4965,38.8261,42.2492,435.6105
2018,12,天津,59.6308,41.3309,60.9507,54.8754,68.6589,59.9899,62.8838,62.3485,70.9672,64.6883,0,0,606.3244,41.4019,33.5895,36.289,43.1987,59.7691,39.9653,39.5334,40.2592,40.7537,36.2661,0,0,411.0259
2003,13,河北,1.9885,1.551,2.2544,2.4773,2.7404,2.201,2.6474,2.8403,3.575,2.3478,2.6535,3.2305,30.5071,4.0333,3.9094,4.7941,4.9978,4.2979,4.1606,4.8151,5.2132,5.9208,5.1027,5.9362,6.0944,59.2755
2004,13,河北,3.1541,3.6559,4.0701,4.228,2.8759,3.6307,2.7355,3.1481,3.548,2.7406,4.131,3.948,41.8659,4.4974,5.6176,6.668,6.5859,6.3099,7.1966,7.3075,7.3413,9.3975,10.1481,11.9288,10.3939,93.3925
2005,13,河北,3.9354,3.2167,4.4647,4.059,3.4651,4.332,4.4846,5.1154,4.8439,4.4695,4.4791,4.5952,51.4606,7.5259,6.8458,9.2418,9.1734,8.2499,9.156,8.9523,9.276,10.4046,9.9721,9.8917,10.5535,109.243
2006,13,河北,3.8126,3.355,5.3817,4.197,3.8915,5.4122,5.4928,5.8856,4.6504,5.0456,4.9431,4.9014,56.9689,8.7072,7.7737,10.1244,9.7602,9.7469,11.0508,10.4297,12.1919,12.5056,11.068,12.5709,12.4105,128.3398
2007,13,河北,4.9697,4.6234,6.0886,7.1997,5.8927,6.1839,7.7771,6.7965,7.5003,8.3584,9.6123,10.2286,85.2312,11.707,12.2899,11.1975,14.1541,13.2722,14.5066,16.5907,15.9444,15.1383,13.1847,15.0716,16.932,169.989
2008,13,河北,10.3838,9.1312,9.1458,13.6399,12.0068,14.8604,16.4191,14.4905,13.7045,12.0469,9.0092,9.3261,144.1642,15.6736,13.5043,15.925,19.3921,20.2561,22.3814,27.7311,29.9441,24.1038,19.8372,15.3652,15.9274,240.0413
2009,13,河北,8.6284,9.2857,11.0191,13.2702,10.9653,13.3924,12.7612,11.4393,12.488,9.1353,12.8696,14.1288,139.3833,12.1635,9.4244,11.8527,12.2148,11.4069,11.4887,13.2528,13.7125,16.0356,15.1562,13.6157,16.5653,156.8891
2010,13,河北,11.9413,11.3896,14.8797,15.6072,15.3227,17.2072,17.1142,16.9009,20.4913,15.1777,17.7789,21.2285,195.0392,16.3506,12.9563,16.0735,15.2575,21.5224,21.8106,21.6784,18.1052,21.6092,18.4027,20.029,21.7691,225.5645
2011,13,河北,26.1215,15.9152,21.1819,20.7174,18.1242,18.409,20.7979,21.8602,21.3835,20.9262,24.6549,20.2183,250.3102,22.5438,14.5802,23.3762,25.4375,21.9974,26.7237,25.3846,25.0503,24.9408,25.5472,25.1594,24.9573,285.6984
2012,13,河北,16.9098,19.2076,17.2725,19.262,19.8483,14.5136,16.9031,16.2006,16.8774,14.6474,16.7683,21.2378,209.6484,21.6062,18.4263,28.6433,24.52,26.9061,26.5887,23.3182,27.6173,25.2302,23.5257,25.6723,23.9336,295.9879
2013,13,河北,18.8048,15.9497,21.5724,20.2269,21.9925,18.5392,20.7311,18.7272,21.6076,18.8223,19.4048,23.0743,239.4528,25.1402,20.977,23.5168,26.1049,28.0575,25.2719,27.1817,28.6871,25.1864,27.4602,26.2057,25.824,309.6134
2014,13,河北,25.7209,17.8787,20.8004,23.392,21.2953,21.2397,20.8039,18.5427,19.7543,16.5044,14.1698,21.5581,241.6602,30.9678,15.9973,25.7695,28.354,31.7144,28.2238,34.1261,32.2138,32.9286,31.8275,31.8586,33.1192,357.1006
2015,13,河北,15.6404,14.6199,16.9931,15.4772,14.2979,15.9457,17.21,14.4438,16.063,13.6955,14.7921,16.5637,185.7423,33.8999,25.046,21.5641,26.0765,27.6634,28.1674,30.2581,26.8932,31.335,26.4906,24.1615,27.7734,329.3291
2016,13,河北,11.2874,9.6398,13.6943,13.9797,13.581,12.558,13.1924,13.0175,12.9592,13.8515,16.4799,16.7577,160.9984,26.0616,19.7565,22.4282,25.345,25.3696,30.1509,27.102,26.9347,25.3221,24.8806,27.5885,24.8158,305.7555
2017,13,河北,16.1217,13.4451,16.8518,14.2051,16.1759,15.1078,15.2836,15.5117,16.9929,14.0855,17.2739,13.9265,184.9815,26.4339,19.1444,26.2975,25.8039,27.1518,26.8607,27.4834,28.1634,25.471,24.7126,27.681,28.3703,313.5739
2018,13,河北,19.1249,11.847,20.2337,19.4052,18.5485,15.2092,16.2995,15.5542,16.9499,16.0061,0,0,169.1782,26.4964,21.7142,22.3588,28.0559,30.5724,28.7966,28.4755,31.2188,29.9211,28.9202,0,0,276.5299
2003,14,山西,0.5426,0.3481,0.556,0.5996,0.5043,0.6753,0.8512,0.5493,1.0348,0.7651,0.6683,1.0865,8.1811,1.8444,1.6312,1.6777,2.1552,1.9229,2.002,1.5547,2.0062,2.1806,1.7158,1.6752,2.3544,22.7203
2004,14,山西,0.8979,1.0733,1.4286,1.3949,0.8508,0.8097,1.066,0.839,1.0601,0.9437,1.3786,1.7378,13.4804,1.4612,2.1374,2.3508,4.1977,3.8536,4.3244,4.4733,3.4337,4.2129,3.7034,3.0242,3.1719,40.3445
2005,14,山西,1.3037,1.5631,1.7423,1.5926,1.9608,2.0966,1.5726,1.6775,1.894,1.2969,1.9377,1.5339,20.1717,3.2037,2.8467,4.0087,3.2913,2.9279,3.0465,2.5222,2.8159,2.5605,2.501,2.5077,3.0528,35.2849
2006,14,山西,1.8208,1.9304,1.8579,1.6981,2.0622,1.2358,1.7954,2.0047,1.9593,1.975,2.7406,3.7943,24.8745,2.7102,2.456,3.1893,3.2614,2.7386,3.5158,3.358,3.8242,4.0077,4.0505,4.6119,3.6727,41.3963
2007,14,山西,3.6847,4.0822,3.5227,4.7403,3.5975,3.6475,3.8194,4.903,4.8892,3.726,4.3562,5.5108,50.4795,3.8683,3.6609,4.5229,5.4235,6.0968,5.8279,5.6655,6.008,5.7538,5.4234,5.9093,7.2434,65.4037
2008,14,山西,4.7722,3.6406,4.6349,5.7433,4.8579,3.9656,4.4911,4.7913,4.6459,3.9183,3.4016,2.5568,51.4195,6.0772,5.3337,7.4181,7.8559,10.5216,11.2067,8.7854,10.8082,8.0732,7.0926,4.9553,4.4032,92.5311
2009,14,山西,3.8883,2.9838,2.8234,3.7228,4.0003,4.9476,6.1611,4.4193,7.0506,4.5735,5.6158,7.1299,57.3164,2.753,1.3588,1.7532,2.1959,2.0707,2.2537,2.1212,2.624,3.0735,2.7625,2.3752,3.0328,28.3745
2010,14,山西,4.6282,5.0736,6.583,6.5015,6.7317,7.0264,6.9118,5.4586,7.9889,7.1044,7.5885,7.1374,78.734,2.8948,2.3986,3.2665,2.8873,5.1899,4.9802,4.5121,3.7003,4.2142,3.7473,4.8699,4.367,47.0281
2011,14,山西,8.7448,4.9231,9.6001,7.6715,6.3865,6.7418,6.7509,7.7438,8.897,7.9687,8.223,9.528,93.1792,3.677,3.502,5.3912,4.8295,5.1523,4.8051,4.6123,4.9203,4.326,3.6725,3.5951,5.7679,54.2512
2012,14,山西,5.0542,5.9745,5.4949,5.7868,6.4014,6.6869,8.2267,8.0907,7.8999,6.2862,6.4308,7.9376,80.2706,3.3346,2.7836,4.079,3.5563,4.8638,4.7081,5.6617,8.9945,5.9997,5.9711,8.2782,11.9357,70.1663
2013,14,山西,7.3482,4.2346,7.6188,6.3509,6.5338,5.94,6.5546,5.8875,7.3555,5.3277,6.8973,7.9081,77.957,6.1818,3.9704,4.31,5.7992,6.4565,8.8111,11.8441,6.1015,6.2437,6.3319,6.1986,7.7155,79.9643
2014,14,山西,5.9419,3.5262,4.8967,5.7865,5.4623,6.5003,7.5291,6.7491,7.848,6.0245,6.1119,6.6213,72.9978,7.1632,3.7985,4.6163,5.0098,5.4786,4.8123,8.8425,8.1765,9.4411,11.472,10.906,9.7005,89.4173
2015,14,山西,6.5122,4.936,5.3656,6.8584,4.8275,3.663,6.1871,4.2777,5.0732,4.2751,5.9608,4.6967,62.6333,9.3199,6.8942,5.9287,7.4736,6.3836,6.0034,5.1513,5.6997,8.2713,7.3518,7.8967,7.8334,84.2076
2016,14,山西,4.9335,3.9169,4.8487,4.755,4.6021,5.1802,6.4215,6.7789,7.4153,6.8943,5.5461,5.9997,67.2922,7.333,6.2334,8.3908,6.0641,7.3421,9.572,9.469,9.8239,8.867,9.4863,8.9996,7.7406,99.3218
2017,14,山西,5.3859,4.8488,5.5587,5.0121,4.6828,4.7658,5.556,6.793,5.9671,6.3439,7.2275,7.771,69.9126,8.3014,5.7818,9.2113,8.5912,7.9157,6.2516,7.8972,10.1164,10.2684,8.5753,9.8321,9.2136,101.956
2018,14,山西,8.2289,5.7897,7.0787,6.9854,8.1758,7.2479,8.3332,9.2266,6.4898,6.6241,0,0,74.1801,10.069,7.1283,8.9,8.9185,9.6262,9.5617,11.9742,14.0277,11.4121,11.2918,0,0,102.9095
2003,15,内蒙古,1.5518,1.4651,1.5843,1.5404,1.4015,1.2482,1.097,1.2669,1.3255,1.4813,1.4937,1.2776,16.7333,0.4719,0.5283,0.9096,0.7742,0.6635,1.043,1.0192,1.0788,1.5977,1.0645,1.0821,1.3242,11.557
2004,15,内蒙古,2.0674,1.9657,1.9238,1.6703,1.61,1.9764,2.2186,2.2449,1.7255,2.02,2.1922,2.0577,23.6725,0.765,0.6446,0.7533,1.1018,1.1541,0.972,1.1901,1.2279,1.4081,1.6165,1.2591,1.452,13.5445
2005,15,内蒙古,2.0967,1.9156,2.7432,2.6529,2.4727,2.6892,2.2755,2.4636,2.6173,2.3794,3.4612,3.2591,31.0264,0.9898,0.8658,1.2912,1.1343,1.5686,1.5743,1.3913,1.5783,1.5198,1.5113,1.5963,2.7152,17.7362
2006,15,内蒙古,2.3911,2.7292,3.0288,5.1675,3.0196,2.9499,3.0152,2.7903,3.0109,2.9152,2.588,4.5974,38.2031,1.696,1.3266,1.8852,1.5849,1.6208,1.9018,1.8676,1.9593,2.1411,2.1166,1.654,1.651,21.4049
2007,15,内蒙古,3.4675,2.8559,4.0759,4.0022,4.1113,4.2873,3.7431,3.1218,4.0686,4.1243,4.8961,5.1622,47.9162,1.8964,1.9365,2.1151,2.5903,2.0697,2.7452,2.5473,2.8384,2.6889,2.5998,2.8898,2.6265,29.5439
2008,15,内蒙古,4.1768,4.5812,3.871,4.6094,3.439,3.5137,4.6263,8.7046,4.9398,4.4069,3.6834,2.7141,53.2662,1.9449,1.9436,1.9387,2.6999,3.3782,3.5619,4.1203,4.2364,4.1338,3.4695,2.1841,2.3071,35.9184
2009,15,内蒙古,1.7167,2.3083,3.7002,3.7689,3.4734,3.7439,3.9468,3.3184,4.1715,5.3454,4.4178,4.6748,44.5861,1.3705,1.224,1.5774,1.943,1.7327,1.8604,2.2465,1.9841,2.431,1.9204,2.2296,2.6352,23.1548
2010,15,内蒙古,4.928,2.4143,4.4908,3.7375,4.3092,4.2631,4.1439,4.8727,4.2702,4.7082,5.4073,6.4079,53.9531,2.3146,1.5914,1.8242,2.2653,2.7163,3.621,3.2876,2.5314,3.1867,2.5776,3.0697,4.3585,33.3443
2011,15,内蒙古,6.1878,4.5899,7.2702,5.9175,5.8659,4.9338,5.7087,5.8863,5.8587,5.5484,7.0275,7.6447,72.4394,2.6601,1.7634,4.4772,4.0136,4.3021,4.5336,5.2651,4.569,4.3303,4.1405,3.0836,3.7314,46.8699
2012,15,内蒙古,5.5838,6.2162,5.9816,5.686,6.2327,7.265,6.1236,4.9518,4.5627,5.4812,7.6668,7.1369,72.8883,2.1925,2.0492,3.5173,3.1023,4.2109,4.6492,3.9301,3.8022,3.8872,2.9979,2.8449,2.5172,39.7009
2013,15,内蒙古,6.9501,5.1978,5.5508,7.6809,6.0572,6.49,7.6317,6.3122,7.1652,6.5254,6.6315,6.8061,78.9989,2.6005,2.2518,3.1142,3.3038,3.0729,3.1308,2.9432,3.3899,3.6962,4.6139,3.8283,4.9802,40.9257
2014,15,内蒙古,6.7042,4.6386,6.1379,8.4663,6.8,6.532,5.922,6.2408,8.1798,6.1634,7.2578,8.5909,81.6337,4.8462,2.4502,3.6257,4.0908,4.5179,4.056,3.9056,4.6849,6.1197,8.1694,9.4947,7.9734,63.9345
2015,15,内蒙古,8.051,4.9295,5.966,5.8685,6.2508,6.5943,5.9972,4.9817,5.5397,4.7126,5.446,6.4839,70.8212,4.7573,3.763,3.1902,4.3656,3.7928,4.6656,8.1874,5.9261,5.1816,4.7809,3.9647,3.9249,56.5001
2016,15,内蒙古,5.5454,4.2183,6.3417,5.6306,6.2987,5.7515,6.2872,6.5206,6.0287,5.8402,7.2084,6.772,72.4433,3.4648,2.5278,3.1903,3.288,3.0129,3.6315,3.7175,4.902,4.5401,4.0241,3.8526,3.8082,43.9598
2017,15,内蒙古,7.0255,6.2605,8.7892,9.6615,7.2897,7.8598,6.5043,7.5802,6.7898,7.1039,7.6819,7.4094,89.9557,3.7003,3.5656,4.1452,4.288,4.5023,4.5177,4.54,3.9081,3.7605,3.4241,3.9276,4.5002,48.7796
2018,15,内蒙古,8.1368,6.6454,8.3121,8.3648,9.7,7.8442,7.6913,8.3029,8.8731,9.1853,0,0,83.0559,4.2499,4.0291,5.0641,5.3044,5.621,4.7937,4.4408,4.8075,4.5292,4.7445,0,0,47.5842
2003,21,辽宁,8.4119,7.6687,9.4022,10.4086,9.0279,9.7634,9.4756,10.1223,11.9355,10.2217,10.5447,12.3156,119.2981,6.2035,11.1348,10.8442,12.5963,10.4128,11.5397,13.3719,10.8506,13.0629,14.1799,12.8302,18.7666,145.7934
2004,21,辽宁,9.3599,10.5248,10.6575,12.2576,12.8646,15.9342,12.8229,12.2687,15.1288,13.5557,15.1792,14.4196,154.9735,8.436,10.5866,13.5537,13.2746,13.0411,15.3212,17.7359,15.8142,18.0767,17.5549,20.5264,25.2137,189.135
2005,21,辽宁,12.9346,11.229,16.8764,16.5729,12.4552,15.1394,17.007,15.1144,15.4926,13.4733,14.254,15.2006,175.7494,15.924,13.6795,22.0409,20.6354,17.5673,22.0872,20.9236,19.691,20.2819,17.6814,20.5597,23.3114,234.3833
2006,21,辽宁,12.1016,12.333,16.4297,16.4683,16.0537,16.4281,18.9261,16.8578,20.2881,15.7135,18.6854,20.423,200.7083,18.0388,15.3203,22.2746,20.9738,22.1219,24.4151,24.2954,27.2087,27.127,23.9861,28.1744,29.2581,283.1942
2007,21,辽宁,16.4045,15.9787,19.0914,18.9529,19.7351,19.3402,22.7947,21.8619,17.9518,21.8921,23.6822,23.8213,241.5068,25.5827,24.0829,22.9095,32.8714,30.4258,30.6937,31.9005,31.055,31.6479,27.9122,32.1451,32.0779,353.3046
2008,21,辽宁,24.0636,18.6373,27.0906,24.6758,24.4371,31.8081,26.3372,29.184,29.3515,23.2936,22.3294,22.4353,303.6435,30.7282,24.6911,31.1913,33.5904,33.6188,36.2575,45.225,45.9045,41.2519,36.8971,32.5269,28.8123,420.695
2009,21,辽宁,15.8042,17.9107,20.0169,22.2261,23.5694,24.1612,25.6761,24.7544,30.5126,20.73,34.1461,35.6869,295.1946,26.032,19.9352,21.2457,20.8086,23.8862,29.404,26.0246,26.4978,37.0314,28.4857,32.3963,42.4018,334.1493
2010,21,辽宁,29.0297,32.2615,28.2901,31.1726,30.5595,30.1683,28.2288,32.4815,33.5343,26.8724,37.8002,35.7354,376.1343,37.8323,24.8956,35.5175,35.2708,37.0672,38.2452,41.0136,34.0935,38.6675,31.5268,39.0459,37.8112,430.9871
2011,21,辽宁,38.6105,25.805,35.5272,36.3185,36.6869,37.8621,38.6393,39.4426,40.4938,40.4255,45.9324,34.1911,449.9349,45.0402,26.0243,46.429,42.3028,44.198,44.673,48.5043,43.4336,47.4004,39.6871,47.583,35.1477,510.4234
2012,21,辽宁,34.079,44.4013,45.0805,38.9021,45.7081,33.8817,37.4174,35.3995,32.2581,32.4402,39.8394,41.9021,461.3094,53.1606,34.8863,51.3617,40.9185,50.0117,53.3954,51.3401,49.8969,42.6786,40.6328,60.5397,50.7691,579.5914
2013,21,辽宁,46.5648,34.7482,43.2019,41.9343,43.0329,31.2367,41.3744,36.7289,44.3313,34.5991,51.4684,50.1304,499.3513,48.5934,42.9866,50.7843,49.381,61.1124,50.8279,50.1148,58.6643,54.8399,64.4631,73.0042,40.47,645.2419
2014,21,辽宁,52.4904,39.6098,41.2953,48.7995,49.9498,43.5226,41.3159,56.748,50.0701,42.0601,40.1105,46.5366,552.5086,64.3564,29.9941,57.8804,40.1223,57.1306,55.5241,48.8446,46.5789,44.5665,41.3795,48.6108,52.5503,587.5385
2015,21,辽宁,43.8435,29.8674,38.8095,38.9053,34.3998,34.391,51.1216,36.8029,34.1468,31.1327,35.9528,43.0082,452.3815,42.3875,39.0455,40.3366,41.3048,42.079,56.3128,39.6084,34.5661,49.8054,33.8719,42.4862,45.3098,507.114
2016,21,辽宁,28.4785,24.1428,35.041,36.8487,39.1669,40.0077,37.5209,38.7651,38.3084,31.1711,37.3562,48.1341,434.9414,33.2103,28.9302,35.1407,34.6371,34.2089,38.0754,34.4991,35.3957,44.1705,33.8474,43.0269,35.4856,430.6278
2017,21,辽宁,40.7373,46.4888,48.8,46.1556,44.5579,45.122,46.6791,42.4047,45.783,39.9004,50.5253,50.1375,547.2916,43.0622,26.324,39.3843,33.754,34.9121,38.1207,38.846,38.4537,37.5344,35.3424,42.4421,40.4832,448.6591
2018,21,辽宁,54.2224,41.1068,52.3705,55.1683,56.7434,56.1565,53.2681,56.4195,55.1876,64.432,0,0,545.0751,44.0837,31.3777,35.1368,41.4615,42.318,45.6499,44.3156,41.1174,41.3996,40.4411,0,0,407.3013
2003,22,吉林,3.3077,1.7281,2.6484,2.9751,2.8436,4.254,3.693,3.6408,3.6227,3.7396,3.7282,3.4801,39.6613,0.8775,1.9407,1.9897,1.1957,1.1425,1.8362,1.7748,1.8729,1.9412,2.0195,1.5431,3.6889,21.8227
2004,22,吉林,4.0196,4.3389,4.6509,4.8886,5.7004,4.7935,5.0648,5.1104,3.4805,2.265,2.5742,3.8702,50.757,1.2941,1.2207,1.1764,1.2209,1.6245,1.3798,1.5949,1.3852,1.452,1.2962,1.4616,2.0412,17.1475
2005,22,吉林,2.5441,2.1549,3.5086,3.5618,3.1383,3.7369,3.4035,3.0932,4.2203,3.7399,3.7636,3.7506,40.6157,1.5241,1.2462,2.1564,1.9544,1.8194,2.7694,2.8256,2.3999,2.234,1.7906,1.9339,2.0076,24.6615
2006,22,吉林,2.4864,4.5878,3.8216,4.7481,3.4676,4.6239,4.4921,5.1111,5.0797,3.8366,4.8826,2.0365,49.174,1.682,1.3167,2.3145,2.0963,2.099,2.4003,2.1411,2.9025,3.3133,2.5289,3.363,3.8088,29.9664
2007,22,吉林,6.5284,2.5812,4.8407,6.1811,3.3105,5.2221,6.5281,5.1617,6.3404,4.0891,6.6367,6.9896,64.4096,2.9378,2.4871,2.8309,3.6995,2.7655,2.8711,2.8403,2.9712,3.0259,3.1304,3.8017,5.2093,38.5707
2008,22,吉林,5.6504,6.1379,5.9384,7.722,10.5277,8.9156,8.8095,8.2233,6.3343,5.1575,5.8191,6.3692,85.6049,3.1372,3.1032,3.8638,3.5968,3.7528,4.1503,4.4627,4.169,3.4883,3.1325,2.7381,8.1216,47.7163
