I_E_FLAG,END_DATE,DECL_PORT,I_E_PORT,COUNTRY,DELAY,
E,2018/11/2 14:43,3714,3711,435,188856 ,
E,2018/11/2 14:43,3708,3708,312,188858 ,
E,2018/11/2 14:43,3711,3711,304,188859 ,
E,2018/11/2 14:43,3708,3708,353,188861 ,
E,2018/11/2 14:43,3708,3708,304,188862 ,
E,2018/11/2 14:43,3715,5301,352,188865 ,
E,2018/11/2 14:43,3714,3711,142,188865 ,
E,2018/11/2 14:43,3715,3715,502,188866 ,
E,2018/11/2 14:43,3715,3715,502,188866 ,
E,2018/11/2 14:43,3711,3711,116,188866 ,
E,2018/11/2 14:43,3708,3708,444,188866 ,
E,2018/11/2 14:43,3715,5301,309,188868 ,
E,2018/11/2 14:43,3711,3711,141,188868 ,
I,2018/11/2 14:44,3715,9002,344,188870 ,
I,2018/11/2 14:44,3708,3708,132,188870 ,
I,2018/11/2 14:44,3716,5301,142,188874 ,
I,2018/11/2 14:44,3715,3715,502,188877 ,
I,2018/11/2 14:44,3715,3715,133,188877 ,
E,2018/11/2 14:44,3716,5301,142,188879 ,
E,2018/11/2 14:44,3714,3711,502,188880 ,
E,2018/11/2 14:44,3715,3715,327,188880 ,
E,2018/11/2 14:44,3708,3708,142,188882 ,
E,2018/11/2 14:44,3708,3708,143,188882 ,
E,2018/11/2 14:44,3708,3708,142,188882 ,
E,2018/11/2 14:44,3708,3708,143,188883 ,
E,2018/11/2 14:44,3708,3708,502,188885 ,
E,2018/11/2 14:44,3711,3711,429,188885 ,
E,2018/11/2 14:44,3715,3715,133,188885 ,
E,2018/11/2 14:44,3711,3711,129,188885 ,
E,2018/11/2 14:44,3715,3715,142,188887 ,
E,2018/11/2 14:44,3714,3708,143,188889 ,
E,2018/11/2 14:44,3708,3708,116,188889 ,
E,2018/11/2 14:44,3713,5301,502,188890 ,
E,2018/11/2 14:44,3726,3723,142,188896 ,
E,2018/11/2 14:44,3708,3708,309,188896 ,
E,2018/11/2 14:44,3714,3711,122,188900 ,
E,2018/11/2 14:44,3715,3715,110,188900 ,
E,2018/11/2 14:44,3714,3708,304,188901 ,
E,2018/11/2 14:44,3708,3708,501,188901 ,
E,2018/11/2 14:44,3711,3711,137,188901 ,
E,2018/11/2 14:44,3709,3715,502,188902 ,
E,2018/11/2 14:44,3708,3708,502,188904 ,
E,2018/11/2 14:44,3708,3708,344,188907 ,
I,2018/11/2 14:44,3715,3715,303,188907 ,
I,2018/11/2 14:45,3716,3716,502,188907 ,
I,2018/11/2 14:45,3713,3715,129,188912 ,
I,2018/11/2 14:45,3708,3708,502,188912 ,
I,2018/11/2 14:45,3713,5301,142,188912 ,
E,2018/11/2 14:45,3715,3715,142,188912 ,
E,2018/11/2 14:45,3715,5301,116,188913 ,
E,2018/11/2 14:45,3715,3715,142,188916 ,
E,2018/11/2 14:45,3715,3715,142,188918 ,
E,2018/11/2 14:45,3708,3708,502,188918 ,
E,2018/11/2 14:45,3711,3711,344,188918 ,
E,2018/11/2 14:45,3711,3711,142,188920 ,
E,2018/11/2 14:45,3715,3715,142,188921 ,
E,2018/11/2 14:45,3711,3711,501,188921 ,
E,2018/11/2 14:45,3708,3708,116,188924 ,
E,2018/11/2 14:45,3708,3708,142,188924 ,
E,2018/11/2 14:45,3708,3708,142,188924 ,
E,2018/11/2 14:45,3711,3711,502,188924 ,
E,2018/11/2 14:45,3708,3708,303,188926 ,
E,2018/11/2 14:45,3714,3711,142,188933 ,
E,2018/11/2 14:45,3708,3708,309,188941 ,
E,2018/11/2 14:45,3714,3708,309,188941 ,
E,2018/11/2 14:45,3715,3715,318,188941 ,
E,2018/11/2 14:45,3708,3708,110,188941 ,
E,2018/11/2 14:45,3711,3711,122,188941 ,
I,2018/11/2 14:45,3720,3715,309,188941 ,
I,2018/11/2 14:46,3720,3720,309,188946 ,
I,2018/11/2 14:46,3716,5301,116,188946 ,
I,2018/11/2 14:46,3720,3720,307,188948 ,
I,2018/11/2 14:46,3708,3708,143,188948 ,
E,2018/11/2 14:46,3713,5301,142,188953 ,
E,2018/11/2 14:46,3708,3708,142,188953 ,
E,2018/11/2 14:46,3711,3711,142,188953 ,
E,2018/11/2 14:46,3708,3708,142,188955 ,
E,2018/11/2 14:46,3708,3708,110,188955 ,
E,2018/11/2 14:46,3715,3715,502,188959 ,
E,2018/11/2 14:46,3711,3711,502,188959 ,
E,2018/11/2 14:46,3715,5301,502,188960 ,
E,2018/11/2 14:46,3715,3715,429,188962 ,
E,2018/11/2 14:46,3711,3711,601,188962 ,
E,2018/11/2 14:46,3715,3715,502,188966 ,
E,2018/11/2 14:46,3716,5301,502,188968 ,
E,2018/11/2 14:46,3708,3708,127,188969 ,
E,2018/11/2 14:46,3713,5301,110,188970 ,
E,2018/11/2 14:46,3720,3720,120,188970 ,
E,2018/11/2 14:46,3711,3711,502,188971 ,
E,2018/11/2 14:46,3708,3708,309,188972 ,
E,2018/11/2 14:46,3715,3715,502,188975 ,
E,2018/11/2 14:46,3708,3708,502,188975 ,
E,2018/11/2 14:46,3708,3708,502,188975 ,
E,2018/11/2 14:46,3711,3711,142,188977 ,
E,2018/11/2 14:46,3716,5301,142,188977 ,
E,2018/11/2 14:46,3715,3715,127,188977 ,
I,2018/11/2 14:46,3715,3715,122,188981 ,
I,2018/11/2 14:47,3711,3711,138,188984 ,
I,2018/11/2 14:47,3720,3720,142,188984 ,
E,2018/11/2 14:47,3720,3720,142,188986 ,
E,2018/11/2 14:47,3712,3712,434,188986 ,
E,2018/11/2 14:47,3720,3720,309,188986 ,
E,2018/11/2 14:47,3711,3711,502,188992 ,
E,2018/11/2 14:47,3715,3715,502,188994 ,
E,2018/11/2 14:47,3715,3715,116,188996 ,
E,2018/11/2 14:47,3711,3711,224,188997 ,
E,2018/11/2 14:47,3708,3708,116,189003 ,
E,2018/11/2 14:47,3708,3708,502,189003 ,
E,2018/11/2 14:47,3714,3711,142,189003 ,
E,2018/11/2 14:47,3711,3711,142,189003 ,
E,2018/11/2 14:47,3708,3708,142,189003 ,
E,2018/11/2 14:47,3715,3715,134,189004 ,
E,2018/11/2 14:47,3715,2233,412,189005 ,
E,2018/11/2 14:47,3708,3708,601,189012 ,
E,2018/11/2 14:47,3715,3715,502,189012 ,
E,2018/11/2 14:47,3715,3715,306,189012 ,
E,2018/11/2 14:47,3715,5141,502,189016 ,
I,2018/11/2 14:47,3720,3720,129,189018 ,
I,2018/11/2 14:47,3713,5141,115,189019 ,
I,2018/11/2 14:48,3716,3716,142,189023 ,
I,2018/11/2 14:48,3715,3715,301,189023 ,
E,2018/11/2 14:48,3708,3708,502,189027 ,
E,2018/11/2 14:48,3711,3711,335,189027 ,
E,2018/11/2 14:48,3711,3711,501,189030 ,
E,2018/11/2 14:48,3714,3714,502,189031 ,
E,2018/11/2 14:48,3708,3708,309,189031 ,
E,2018/11/2 14:48,3715,3715,601,189033 ,
E,2018/11/2 14:48,3715,3715,502,189033 ,
E,2018/11/2 14:48,3714,3711,116,189034 ,
E,2018/11/2 14:48,3711,3711,116,189034 ,
E,2018/11/2 14:48,3711,3711,110,189035 ,
E,2018/11/2 14:48,3716,5301,502,189038 ,
E,2018/11/2 14:48,3711,3711,142,189040 ,
E,2018/11/2 14:48,3708,3708,142,189044 ,
E,2018/11/2 14:48,3711,3711,127,189053 ,
I,2018/11/2 14:49,3716,5301,502,189065 ,
I,2018/11/2 14:49,3715,3715,141,189065 ,
I,2018/11/2 14:49,3715,3715,142,189069 ,
I,2018/11/2 14:49,3715,3715,133,189070 ,
E,2018/11/2 14:49,3708,3708,129,189072 ,
E,2018/11/2 14:49,3711,3711,304,189072 ,
E,2018/11/2 14:49,3711,3711,502,189072 ,
E,2018/11/2 14:49,3711,3711,115,189072 ,
E,2018/11/2 14:49,3708,3708,429,189074 ,
E,2018/11/2 14:49,3714,3711,129,189075 ,
E,2018/11/2 14:49,3717,3717,110,189076 ,
E,2018/11/2 14:49,3708,3708,304,189076 ,
E,2018/11/2 14:49,3708,3708,131,189078 ,
E,2018/11/2 14:49,3708,3708,303,189079 ,
E,2018/11/2 14:49,3708,3708,309,189079 ,
E,2018/11/2 14:49,3715,3507,131,189089 ,
E,2018/11/2 14:49,3711,3711,502,189089 ,
E,2018/11/2 14:49,3708,3708,307,189089 ,
E,2018/11/2 14:49,3715,3715,116,189090 ,
E,2018/11/2 14:49,3708,3708,502,189090 ,
E,2018/11/2 14:49,3717,3717,142,189091 ,
E,2018/11/2 14:49,3720,3720,402,189094 ,
E,2018/11/2 14:49,3716,3716,502,189094 ,
E,2018/11/2 14:49,3715,3715,309,189094 ,
I,2018/11/2 14:49,3715,3715,136,189096 ,
I,2018/11/2 14:50,3708,3708,116,189096 ,
I,2018/11/2 14:50,3711,3711,143,189098 ,
I,2018/11/2 14:50,3708,3708,304,189100 ,
E,2018/11/2 14:50,3708,3708,305,189101 ,
E,2018/11/2 14:50,3715,5301,502,189101 ,
E,2018/11/2 14:50,3711,3711,122,189102 ,
E,2018/11/2 14:50,3720,3720,142,189103 ,
E,2018/11/2 14:50,3708,3708,402,189107 ,
E,2018/11/2 14:50,3711,3711,502,189109 ,
E,2018/11/2 14:50,3715,3715,132,189111 ,
E,2018/11/2 14:50,3714,3714,304,189115 ,
E,2018/11/2 14:50,3711,3711,601,189115 ,
E,2018/11/2 14:50,3717,3717,502,189116 ,
E,2018/11/2 14:50,3708,3708,122,189116 ,
E,2018/11/2 14:50,3711,3708,142,189116 ,
E,2018/11/2 14:50,3708,3708,133,189122 ,
E,2018/11/2 14:50,3714,3714,142,189122 ,
E,2018/11/2 14:50,3711,3711,312,189122 ,
E,2018/11/2 14:50,3720,3720,142,189122 ,
E,2018/11/2 14:50,3717,3717,502,189122 ,
E,2018/11/2 14:50,3708,3708,137,189125 ,
E,2018/11/2 14:50,3715,2233,143,189125 ,
E,2018/11/2 14:50,3715,3715,327,189125 ,
E,2018/11/2 14:50,3708,3708,142,189125 ,
E,2018/11/2 14:50,3714,3711,111,189129 ,
E,2018/11/2 14:50,3715,5301,110,189131 ,
I,2018/11/2 14:50,3717,3717,303,189131 ,
I,2018/11/2 14:50,3708,3708,601,189132 ,
I,2018/11/2 14:51,3715,3715,304,189135 ,
I,2018/11/2 14:51,3708,3708,107,189135 ,
I,2018/11/2 14:51,3715,5317,129,189138 ,
E,2018/11/2 14:51,3714,3714,327,189138 ,
E,2018/11/2 14:51,3714,3711,132,189138 ,
E,2018/11/2 14:51,3720,3720,502,189144 ,
E,2018/11/2 14:51,3708,3708,601,189145 ,
E,2018/11/2 14:51,3708,3708,244,189146 ,
E,2018/11/2 14:51,3708,3708,142,189147 ,
E,2018/11/2 14:51,3708,3708,116,189148 ,
E,2018/11/2 14:51,3715,3715,303,189149 ,
E,2018/11/2 14:51,3714,3714,133,189149 ,
E,2018/11/2 14:51,3711,3711,303,189153 ,
E,2018/11/2 14:51,3715,3715,142,189154 ,
E,2018/11/2 14:51,3711,3711,601,189155 ,
E,2018/11/2 14:51,3708,3708,502,189159 ,
E,2018/11/2 14:51,3711,3711,429,189159 ,
E,2018/11/2 14:51,3715,5301,116,189160 ,
E,2018/11/2 14:51,3715,5301,303,189163 ,
E,2018/11/2 14:51,3708,3708,304,189165 ,
E,2018/11/2 14:51,3713,5301,116,189165 ,
E,2018/11/2 14:51,3708,3708,418,189166 ,
E,2018/11/2 14:51,3708,3708,601,189166 ,
E,2018/11/2 14:51,3711,3711,110,189166 ,
E,2018/11/2 14:51,3715,3715,111,189166 ,
E,2018/11/2 14:51,3711,3711,142,189167 ,
E,2018/11/2 14:51,3714,3711,501,189170 ,
E,2018/11/2 14:51,3715,5301,502,189171 ,
E,2018/11/2 14:51,3711,3711,304,189171 ,
E,2018/11/2 14:51,3714,3711,132,189171 ,
I,2018/11/2 14:52,3717,3717,142,189172 ,
E,2018/11/2 14:52,3711,3711,110,189172 ,
E,2018/11/2 14:52,3708,3708,111,189174 ,
E,2018/11/2 14:52,3717,3717,129,189174 ,
E,2018/11/2 14:52,3715,5301,142,189174 ,
E,2018/11/2 14:52,3711,3711,142,189174 ,
E,2018/11/2 14:52,3711,3711,502,189176 ,
E,2018/11/2 14:52,3711,3711,133,189176 ,
E,2018/11/2 14:52,3712,3712,307,189176 ,
E,2018/11/2 14:52,3711,3711,143,189179 ,
E,2018/11/2 14:52,3715,5301,336,189183 ,
E,2018/11/2 14:52,3714,3714,142,189183 ,
E,2018/11/2 14:52,3711,3711,502,189183 ,
E,2018/11/2 14:52,3708,3708,142,189183 ,
E,2018/11/2 14:52,3708,3708,310,189183 ,
E,2018/11/2 14:52,3715,3715,110,189183 ,
E,2018/11/2 14:52,3715,5301,111,189183 ,
E,2018/11/2 14:52,3711,3711,303,189188 ,
E,2018/11/2 14:52,3711,3711,502,189188 ,
E,2018/11/2 14:52,3711,3711,136,189188 ,
E,2018/11/2 14:52,3711,3711,502,189192 ,
E,2018/11/2 14:52,3714,3714,309,189192 ,
E,2018/11/2 14:52,3711,3711,116,189193 ,
E,2018/11/2 14:52,3711,3711,136,189198 ,
E,2018/11/2 14:52,3714,3714,141,189199 ,
E,2018/11/2 14:52,3708,3708,304,189199 ,
E,2018/11/2 14:52,3708,3708,502,189199 ,
E,2018/11/2 14:52,3715,3715,502,189199 ,
E,2018/11/2 14:52,3708,3708,502,189199 ,
E,2018/11/2 14:52,3711,3711,601,189199 ,
E,2018/11/2 14:52,3708,3708,601,189199 ,
E,2018/11/2 14:52,3711,3711,304,189200 ,
E,2018/11/2 14:52,3708,3708,129,189201 ,
E,2018/11/2 14:52,3715,3715,110,189201 ,
E,2018/11/2 14:52,3711,3711,502,189205 ,
E,2018/11/2 14:52,3711,3711,502,189206 ,
I,2018/11/2 14:53,3716,3716,502,189210 ,
I,2018/11/2 14:53,3715,3715,502,189210 ,
I,2018/11/2 14:53,3713,3715,127,189214 ,
I,2018/11/2 14:53,3708,3708,502,189214 ,
E,2018/11/2 14:53,3711,3711,502,189216 ,
E,2018/11/2 14:53,3726,3708,502,189216 ,
E,2018/11/2 14:53,3715,3715,304,189216 ,
E,2018/11/2 14:53,3711,3711,129,189218 ,
E,2018/11/2 14:53,3711,3711,142,189221 ,
E,2018/11/2 14:53,3711,3711,143,189221 ,
E,2018/11/2 14:53,3711,3711,502,189221 ,
E,2018/11/2 14:53,3714,3714,335,189221 ,
E,2018/11/2 14:53,3708,3708,502,189223 ,
E,2018/11/2 14:53,3711,3711,143,189223 ,
E,2018/11/2 14:53,3726,3708,502,189223 ,
E,2018/11/2 14:53,3715,3715,502,189223 ,
E,2018/11/2 14:53,3708,3708,307,189227 ,
E,2018/11/2 14:53,3711,3711,601,189230 ,
E,2018/11/2 14:53,3711,3711,136,189232 ,
E,2018/11/2 14:53,3715,5301,142,189233 ,
E,2018/11/2 14:53,3713,5141,110,189242 ,
E,2018/11/2 14:53,3708,3708,327,189242 ,
E,2018/11/2 14:53,3715,101,502,189243 ,
E,2018/11/2 14:53,3711,3711,601,189243 ,
E,2018/11/2 14:53,3711,3711,103,189244 ,
E,2018/11/2 14:53,3708,3708,601,189244 ,
E,2018/11/2 14:53,3708,3708,502,189245 ,
E,2018/11/2 14:53,3708,3708,309,189247 ,
E,2018/11/2 14:53,3711,3711,127,189247 ,
I,2018/11/2 14:54,3709,3709,141,189256 ,
I,2018/11/2 14:54,3715,3715,601,189258 ,
I,2018/11/2 14:54,3716,3716,116,189259 ,
E,2018/11/2 14:54,3716,5301,412,189264 ,
E,2018/11/2 14:54,3712,3712,304,189264 ,
E,2018/11/2 14:54,3711,3711,352,189264 ,
E,2018/11/2 14:54,3708,3708,502,189264 ,
E,2018/11/2 14:54,3726,3723,129,189265 ,
E,2018/11/2 14:54,3726,3708,129,189266 ,
E,2018/11/2 14:54,3708,3708,303,189267 ,
E,2018/11/2 14:54,3711,3711,343,189267 ,
E,2018/11/2 14:54,3708,3708,502,189267 ,
E,2018/11/2 14:54,3715,5301,127,189269 ,
E,2018/11/2 14:54,3714,3711,116,189269 ,
E,2018/11/2 14:54,3711,3711,116,189273 ,
E,2018/11/2 14:54,3708,3708,126,189273 ,
E,2018/11/2 14:54,3715,3507,142,189274 ,
E,2018/11/2 14:54,3713,5301,502,189274 ,
E,2018/11/2 14:54,3711,3711,502,189276 ,
E,2018/11/2 14:54,3708,3708,142,189282 ,
E,2018/11/2 14:54,3711,3711,413,189282 ,
E,2018/11/2 14:54,3711,3711,502,189282 ,
I,2018/11/2 14:55,3716,3716,122,189286 ,
I,2018/11/2 14:55,3720,3720,142,189287 ,
I,2018/11/2 14:55,3715,3715,502,189287 ,
E,2018/11/2 14:55,3711,3711,312,189293 ,
E,2018/11/2 14:55,3711,3711,116,189293 ,
E,2018/11/2 14:55,3708,3708,143,189293 ,
E,2018/11/2 14:55,3708,3708,142,189294 ,
E,2018/11/2 14:55,3717,3709,141,189295 ,
E,2018/11/2 14:55,3711,3711,502,189295 ,
E,2018/11/2 14:55,3711,3711,501,189300 ,
E,2018/11/2 14:55,3708,3708,305,189301 ,
E,2018/11/2 14:55,3711,3711,412,189301 ,
E,2018/11/2 14:55,3708,3708,116,189301 ,
E,2018/11/2 14:55,3714,3711,122,189306 ,
E,2018/11/2 14:55,3726,3723,133,189306 ,
E,2018/11/2 14:55,3708,3708,327,189306 ,
E,2018/11/2 14:55,3726,3723,143,189308 ,
E,2018/11/2 14:55,3708,3708,133,189308 ,
E,2018/11/2 14:55,3711,3711,142,189309 ,
E,2018/11/2 14:55,3716,5301,142,189310 ,
E,2018/11/2 14:55,3711,3711,501,189311 ,
E,2018/11/2 14:55,3711,3711,132,189311 ,
E,2018/11/2 14:55,3713,5141,412,189312 ,
E,2018/11/2 14:55,3711,3711,502,189312 ,
E,2018/11/2 14:55,3726,3723,116,189313 ,
E,2018/11/2 14:55,3711,3711,111,189317 ,
E,2018/11/2 14:55,3726,3723,502,189318 ,
E,2018/11/2 14:55,3716,5301,502,189319 ,
E,2018/11/2 14:55,3714,3711,141,189320 ,
E,2018/11/2 14:55,3711,3711,116,189322 ,
E,2018/11/2 14:55,3716,5301,303,189322 ,
I,2018/11/2 14:55,3715,3715,307,189322 ,
I,2018/11/2 14:55,3711,3711,111,189322 ,
I,2018/11/2 14:56,3720,3720,502,189326 ,
I,2018/11/2 14:56,3711,3711,601,189329 ,
E,2018/11/2 14:56,3708,3708,133,189329 ,
E,2018/11/2 14:56,3711,3711,303,189329 ,
E,2018/11/2 14:56,3715,3715,129,189330 ,
E,2018/11/2 14:56,3715,3715,138,189332 ,
E,2018/11/2 14:56,3708,3708,120,189333 ,
E,2018/11/2 14:56,3713,5141,143,189333 ,
E,2018/11/2 14:56,3711,3711,122,189334 ,
E,2018/11/2 14:56,3708,3708,502,189334 ,
E,2018/11/2 14:56,3713,5141,502,189334 ,
E,2018/11/2 14:56,3708,3708,116,189335 ,
E,2018/11/2 14:56,3711,3711,142,189336 ,
E,2018/11/2 14:56,3716,5301,502,189340 ,
E,2018/11/2 14:56,3716,5301,327,189340 ,
E,2018/11/2 14:56,3711,3711,244,189340 ,
E,2018/11/2 14:56,3716,5301,141,189342 ,
E,2018/11/2 14:56,3708,3708,133,189347 ,
E,2018/11/2 14:56,3708,3708,115,189349 ,
E,2018/11/2 14:56,3708,3708,142,189349 ,
E,2018/11/2 14:56,3713,5141,142,189352 ,
E,2018/11/2 14:56,3715,3715,110,189355 ,
E,2018/11/2 14:56,3726,3723,303,189356 ,
E,2018/11/2 14:56,3711,3711,344,189356 ,
E,2018/11/2 14:56,3726,3723,307,189357 ,
E,2018/11/2 14:56,3713,5301,502,189358 ,
I,2018/11/2 14:56,3720,3720,502,189359 ,
I,2018/11/2 14:57,3720,3720,303,189362 ,
I,2018/11/2 14:57,3720,3720,307,189362 ,
I,2018/11/2 14:57,3714,3717,127,189364 ,
I,2018/11/2 14:57,3713,5301,434,189364 ,
I,2018/11/2 14:57,3716,3716,502,189367 ,
I,2018/11/2 14:57,3715,3715,609,189367 ,
E,2018/11/2 14:57,3715,3715,501,189368 ,
E,2018/11/2 14:57,3717,3717,502,189370 ,
E,2018/11/2 14:57,3713,5141,603,189371 ,
E,2018/11/2 14:57,3708,3708,141,189372 ,
E,2018/11/2 14:57,3715,3715,141,189372 ,
E,2018/11/2 14:57,3726,3723,132,189373 ,
E,2018/11/2 14:57,3709,3709,142,189373 ,
E,2018/11/2 14:57,3713,5141,502,189374 ,
E,2018/11/2 14:57,3726,3723,142,189377 ,
E,2018/11/2 14:57,3716,5301,142,189377 ,
E,2018/11/2 14:57,3711,3711,310,189377 ,
E,2018/11/2 14:57,3711,3711,136,189378 ,
E,2018/11/2 14:57,3715,3715,116,189378 ,
E,2018/11/2 14:57,3711,3711,502,189378 ,
E,2018/11/2 14:57,3711,3711,309,189378 ,
E,2018/11/2 14:57,3711,3711,327,189379 ,
E,2018/11/2 14:57,3713,5141,502,189380 ,
E,2018/11/2 14:57,3726,3723,112,189382 ,
E,2018/11/2 14:57,3711,3711,142,189383 ,
E,2018/11/2 14:57,3711,3711,502,189384 ,
E,2018/11/2 14:57,3715,3715,502,189386 ,
E,2018/11/2 14:57,3708,3708,304,189387 ,
E,2018/11/2 14:57,3726,3723,129,189391 ,
E,2018/11/2 14:57,3712,3712,142,189393 ,
E,2018/11/2 14:57,3713,5141,143,189393 ,
E,2018/11/2 14:57,3711,3711,601,189393 ,
E,2018/11/2 14:57,3711,3711,129,189395 ,
E,2018/11/2 14:57,3708,3708,307,189396 ,
I,2018/11/2 14:58,3708,3708,129,189400 ,
I,2018/11/2 14:58,3711,3711,142,189400 ,
E,2018/11/2 14:58,3708,3708,142,189400 ,
E,2018/11/2 14:58,3711,3711,110,189400 ,
E,2018/11/2 14:58,3708,3708,143,189400 ,
E,2018/11/2 14:58,3708,3708,312,189403 ,
E,2018/11/2 14:58,3726,3723,112,189403 ,
E,2018/11/2 14:58,3711,3711,502,189405 ,
E,2018/11/2 14:58,3711,3711,502,189407 ,
E,2018/11/2 14:58,3708,3708,410,189408 ,
E,2018/11/2 14:58,3715,3715,410,189409 ,
E,2018/11/2 14:58,3711,3711,502,189409 ,
E,2018/11/2 14:58,3708,3708,309,189409 ,
E,2018/11/2 14:58,3711,3711,136,189410 ,
E,2018/11/2 14:58,3711,3711,136,189410 ,
E,2018/11/2 14:58,3711,3711,307,189413 ,
E,2018/11/2 14:58,3717,3717,136,189415 ,
E,2018/11/2 14:58,3714,3714,106,189415 ,
E,2018/11/2 14:58,3711,3711,233,189418 ,
E,2018/11/2 14:58,3711,3711,142,189420 ,
E,2018/11/2 14:58,3708,3708,304,189420 ,
E,2018/11/2 14:58,3726,3723,501,189420 ,
E,2018/11/2 14:58,3708,3708,116,189421 ,
E,2018/11/2 14:58,3715,3715,303,189421 ,
E,2018/11/2 14:58,3711,3711,116,189425 ,
E,2018/11/2 14:58,3708,3708,502,189425 ,
E,2018/11/2 14:58,3712,3712,502,189431 ,
E,2018/11/2 14:58,3711,3711,116,189431 ,
E,2018/11/2 14:58,3715,5301,502,189432 ,
E,2018/11/2 14:58,3711,3711,309,189435 ,
I,2018/11/2 14:59,3713,5301,502,189437 ,
E,2018/11/2 14:59,3713,5141,304,189437 ,
E,2018/11/2 14:59,3711,3711,303,189437 ,
E,2018/11/2 14:59,3711,3711,143,189439 ,
E,2018/11/2 14:59,3715,3715,107,189442 ,
E,2018/11/2 14:59,3714,3708,344,189448 ,
E,2018/11/2 14:59,3711,3711,203,189448 ,
E,2018/11/2 14:59,3714,3708,142,189451 ,
E,2018/11/2 14:59,3711,3711,309,189452 ,
E,2018/11/2 14:59,3711,3711,142,189452 ,
E,2018/11/2 14:59,3715,5301,412,189454 ,
E,2018/11/2 14:59,3715,3715,112,189457 ,
E,2018/11/2 14:59,3711,3711,142,189457 ,
E,2018/11/2 14:59,3711,3711,122,189458 ,
E,2018/11/2 14:59,3708,3708,133,189459 ,
E,2018/11/2 14:59,3711,3711,304,189459 ,
E,2018/11/2 14:59,3708,3708,601,189463 ,
E,2018/11/2 14:59,3711,3711,502,189465 ,
E,2018/11/2 14:59,3712,3712,502,189466 ,
E,2018/11/2 14:59,3715,3715,305,189466 ,
E,2018/11/2 14:59,3711,3711,502,189466 ,
E,2018/11/2 14:59,3717,3709,127,189472 ,
E,2018/11/2 14:59,3711,3711,142,189472 ,
E,2018/11/2 14:59,3711,3711,143,189473 ,
I,2018/11/2 14:59,3708,3708,601,189473 ,
I,2018/11/2 15:00,3708,3708,122,189475 ,
I,2018/11/2 15:00,3708,3708,112,189476 ,
I,2018/11/2 15:00,3715,3715,352,189477 ,
I,2018/11/2 15:00,3716,5301,137,189479 ,
I,2018/11/2 15:00,3715,3715,112,189481 ,
I,2018/11/2 15:00,3713,5301,143,189481 ,
E,2018/11/2 15:00,3711,3711,142,189481 ,
E,2018/11/2 15:00,3713,5141,418,189485 ,
E,2018/11/2 15:00,3714,3714,116,189485 ,
E,2018/11/2 15:00,3708,3708,501,189486 ,
E,2018/11/2 15:00,3711,3711,502,189486 ,
E,2018/11/2 15:00,3726,3723,143,189486 ,
E,2018/11/2 15:00,3711,3711,344,189486 ,
E,2018/11/2 15:00,3708,3708,328,189486 ,
E,2018/11/2 15:00,3726,3723,502,189486 ,
E,2018/11/2 15:00,3713,5141,502,189489 ,
E,2018/11/2 15:00,3714,3708,111,189490 ,
E,2018/11/2 15:00,3711,3711,142,189490 ,
E,2018/11/2 15:00,3715,3715,502,189490 ,
E,2018/11/2 15:00,3708,3708,429,189492 ,
E,2018/11/2 15:00,3711,3711,309,189492 ,
E,2018/11/2 15:00,3708,3708,502,189492 ,
E,2018/11/2 15:00,3712,3712,609,189492 ,
E,2018/11/2 15:00,3708,3708,116,189493 ,
E,2018/11/2 15:00,3711,3711,116,189494 ,
E,2018/11/2 15:00,3708,3708,502,189495 ,
E,2018/11/2 15:00,3708,3708,134,189495 ,
E,2018/11/2 15:00,3715,3715,305,189496 ,
E,2018/11/2 15:00,3708,3708,301,189496 ,
E,2018/11/2 15:00,3708,3708,336,189496 ,
E,2018/11/2 15:00,3711,3711,502,189497 ,
E,2018/11/2 15:00,3708,3708,502,189497 ,
E,2018/11/2 15:00,3715,3715,502,189498 ,
E,2018/11/2 15:00,3711,3711,502,189498 ,
E,2018/11/2 15:00,3711,3711,116,189502 ,
E,2018/11/2 15:00,3714,3711,303,189503 ,
E,2018/11/2 15:00,3714,3711,142,189504 ,
E,2018/11/2 15:00,3726,3723,502,189504 ,
E,2018/11/2 15:00,3711,3711,301,189506 ,
E,2018/11/2 15:00,3714,3708,502,189507 ,
E,2018/11/2 15:00,3715,3715,413,189507 ,
E,2018/11/2 15:00,3711,3711,307,189507 ,
E,2018/11/2 15:00,3708,3708,142,189507 ,
E,2018/11/2 15:00,3714,3714,142,189507 ,
E,2018/11/2 15:00,3711,3711,429,189508 ,
E,2018/11/2 15:00,3714,3708,502,189508 ,
E,2018/11/2 15:00,3712,3712,110,189509 ,
I,2018/11/2 15:00,3715,3715,413,189509 ,
I,2018/11/2 15:01,3715,3715,129,189512 ,
I,2018/11/2 15:01,3713,5301,310,189513 ,
I,2018/11/2 15:01,3713,5141,126,189514 ,
I,2018/11/2 15:01,3713,3713,142,189514 ,
I,2018/11/2 15:01,3709,3711,244,189515 ,
I,2018/11/2 15:01,3711,3711,110,189517 ,
E,2018/11/2 15:01,3708,3708,110,189520 ,
E,2018/11/2 15:01,3711,3711,232,189520 ,
E,2018/11/2 15:01,3711,3711,142,189520 ,
E,2018/11/2 15:01,3708,3708,110,189522 ,
E,2018/11/2 15:01,3711,3711,502,189522 ,
E,2018/11/2 15:01,3711,3711,502,189525 ,
E,2018/11/2 15:01,3716,5301,107,189525 ,
E,2018/11/2 15:01,3711,3711,304,189525 ,
