I_E_FLAG,END_DATE,DECL_PORT,DECL_PORT_s,I_E_PORT,I_E_PORT_s
E,2018-11-2 17:25,3708,7,3708,7
E,2018-11-2 17:25,3708,7,3708,7
E,2018-11-2 17:25,3717,16,3711,10
E,2018-11-2 17:25,3711,10,3711,10
E,2018-11-2 17:25,3708,7,3708,7
E,2018-11-2 17:25,3715,14,3715,14
E,2018-11-2 17:25,3708,7,3708,7
E,2018-11-2 17:25,3708,7,3708,7
E,2018-11-2 17:26,3708,7,3708,7
E,2018-11-2 17:26,3711,10,3711,10
E,2018-11-2 17:26,3711,10,3711,10
E,2018-11-2 17:26,3708,7,3708,7
E,2018-11-2 17:26,3711,10,3711,10
E,2018-11-2 17:26,3726,23,3723,20
E,2018-11-2 17:26,3708,7,3708,7
E,2018-11-2 17:26,3717,16,3709,8
E,2018-11-2 17:26,3711,10,3711,10
E,2018-11-2 17:26,3715,14,3715,14
E,2018-11-2 17:26,3717,16,3711,10
E,2018-11-2 17:26,3714,13,3714,13
E,2018-11-2 17:26,3714,13,3714,13
E,2018-11-2 17:26,3723,20,3723,20
E,2018-11-2 17:26,3711,10,3711,10
E,2018-11-2 17:27,3708,7,3708,7
E,2018-11-2 17:27,3711,10,3711,10
E,2018-11-2 17:27,3708,7,3708,7
E,2018-11-2 17:27,3708,7,3708,7
E,2018-11-2 17:27,3711,10,3711,10
E,2018-11-2 17:27,3708,7,3708,7
I,2018-11-2 17:28,3715,14,3715,14
I,2018-11-2 17:28,3711,10,3711,10
E,2018-11-2 17:28,3711,10,3711,10
E,2018-11-2 17:28,3708,7,3708,7
E,2018-11-2 17:28,3708,7,3708,7
E,2018-11-2 17:28,3711,10,3711,10
E,2018-11-2 17:28,3711,10,3711,10
E,2018-11-2 17:28,3708,7,3708,7
E,2018-11-2 17:28,3708,7,3708,7
E,2018-11-2 17:28,3715,14,3715,14
E,2018-11-2 17:28,3708,7,3708,7
E,2018-11-2 17:28,3711,10,3711,10
E,2018-11-2 17:28,3726,23,3708,7
E,2018-11-2 17:28,3715,14,3715,14
E,2018-11-2 17:28,3714,13,3708,7
E,2018-11-2 17:28,3715,14,3715,14
E,2018-11-2 17:28,3714,13,3708,7
I,2018-11-2 17:29,3713,12,5301,24
E,2018-11-2 17:29,3708,7,3708,7
E,2018-11-2 17:29,3714,13,3714,13
E,2018-11-2 17:30,3711,10,3711,10
E,2018-11-2 17:30,3711,10,3711,10
E,2018-11-2 17:30,3711,10,3711,10
E,2018-11-2 17:30,3711,10,3711,10
E,2018-11-2 17:30,3714,13,3708,7
E,2018-11-2 17:30,3708,7,3708,7
E,2018-11-2 17:30,3711,10,3711,10
E,2018-11-2 17:30,3708,7,3708,7
E,2018-11-2 17:30,3717,16,3711,10
E,2018-11-2 17:30,3711,10,3711,10
E,2018-11-2 17:30,3708,7,3708,7
E,2018-11-2 17:30,3708,7,3708,7
I,2018-11-2 17:31,3711,10,3711,10
E,2018-11-2 17:31,3711,10,3711,10
E,2018-11-2 17:31,3708,7,3708,7
E,2018-11-2 17:31,3717,16,3711,10
E,2018-11-2 17:31,3711,10,3711,10
E,2018-11-2 17:31,3711,10,3711,10
E,2018-11-2 17:31,3714,13,3711,10
E,2018-11-2 17:31,3708,7,3708,7
I,2018-11-2 17:31,3718,17,3715,14
E,2018-11-2 17:32,3711,10,3711,10
E,2018-11-2 17:32,3711,10,3711,10
E,2018-11-2 17:32,3715,14,3715,14
E,2018-11-2 17:32,3711,10,3711,10
E,2018-11-2 17:32,3711,10,3711,10
E,2018-11-2 17:32,3711,10,3711,10
E,2018-11-2 17:32,3711,10,3711,10
E,2018-11-2 17:33,3715,14,3715,14
E,2018-11-2 17:33,3711,10,3711,10
E,2018-11-2 17:33,3711,10,3711,10
E,2018-11-2 17:33,3717,16,3711,10
E,2018-11-2 17:33,3711,10,3711,10
E,2018-11-2 17:33,3711,10,3711,10
E,2018-11-2 17:33,3711,10,3711,10
E,2018-11-2 17:33,3711,10,3711,10
E,2018-11-2 17:33,3715,14,5141,24
I,2018-11-2 17:34,3711,10,3711,10
E,2018-11-2 17:34,3714,13,3715,14
E,2018-11-2 17:34,3715,14,3715,14
E,2018-11-2 17:34,3723,20,3723,20
E,2018-11-2 17:34,3708,7,3708,7
E,2018-11-2 17:34,3714,13,3714,13
E,2018-11-2 17:34,3723,20,3723,20
E,2018-11-2 17:34,3711,10,3711,10
E,2018-11-2 17:34,3711,10,3711,10
E,2018-11-2 17:34,3708,7,3708,7
E,2018-11-2 17:34,3711,10,3711,10
I,2018-11-2 17:35,3708,7,3708,7
E,2018-11-2 17:35,3711,10,3711,10
E,2018-11-2 17:35,3711,10,3711,10
E,2018-11-2 17:35,3708,7,3708,7
E,2018-11-2 17:35,3715,14,3715,14
E,2018-11-2 17:35,3708,7,3708,7
E,2018-11-2 17:35,3711,10,3711,10
I,2018-11-2 17:36,3711,10,3711,10
E,2018-11-2 17:36,3717,16,3711,10
E,2018-11-2 17:36,3711,10,3711,10
E,2018-11-2 17:36,3714,13,3715,14
E,2018-11-2 17:36,3711,10,3711,10
E,2018-11-2 17:36,3711,10,3711,10
E,2018-11-2 17:36,3711,10,3711,10
E,2018-11-2 17:36,3711,10,3711,10
E,2018-11-2 17:36,3711,10,3711,10
E,2018-11-2 17:36,3711,10,3711,10
E,2018-11-2 17:36,3708,7,3708,7
E,2018-11-2 17:36,3708,7,3708,7
I,2018-11-2 17:37,3711,10,3711,10
E,2018-11-2 17:37,3711,10,3711,10
E,2018-11-2 17:37,3708,7,3708,7
E,2018-11-2 17:37,3708,7,3708,7
E,2018-11-2 17:37,3715,14,3715,14
E,2018-11-2 17:37,3711,10,3711,10
E,2018-11-2 17:37,3715,14,3715,14
I,2018-11-2 17:38,3715,14,3715,14
E,2018-11-2 17:38,3708,7,3708,7
E,2018-11-2 17:38,3708,7,3708,7
E,2018-11-2 17:38,3715,14,3715,14
E,2018-11-2 17:38,3708,7,3708,7
E,2018-11-2 17:38,3711,10,3711,10
E,2018-11-2 17:38,3715,14,3715,14
E,2018-11-2 17:38,3711,10,3711,10
E,2018-11-2 17:38,3711,10,3711,10
E,2018-11-2 17:39,3715,14,3715,14
E,2018-11-2 17:39,3708,7,3708,7
E,2018-11-2 17:39,3711,10,3711,10
E,2018-11-2 17:39,3711,10,3711,10
E,2018-11-2 17:39,3716,15,5301,24
E,2018-11-2 17:39,3708,7,3708,7
E,2018-11-2 17:39,3715,14,3715,14
E,2018-11-2 17:39,3714,13,3714,13
I,2018-11-2 17:39,3714,13,3709,8
I,2018-11-2 17:40,3715,14,3715,14
E,2018-11-2 17:40,3708,7,3708,7
E,2018-11-2 17:40,3708,7,3708,7
E,2018-11-2 17:40,3711,10,3711,10
E,2018-11-2 17:40,3715,14,3715,14
E,2018-11-2 17:40,3723,20,3723,20
E,2018-11-2 17:40,3720,18,3720,18
I,2018-11-2 17:40,3715,14,3715,14
I,2018-11-2 17:41,3717,16,3717,16
E,2018-11-2 17:41,3711,10,3711,10
E,2018-11-2 17:41,3711,10,3711,10
E,2018-11-2 17:41,3717,16,3711,10
E,2018-11-2 17:41,3708,7,3708,7
I,2018-11-2 17:42,3720,18,3720,18
I,2018-11-2 17:42,3713,12,5301,24
E,2018-11-2 17:42,3708,7,3708,7
E,2018-11-2 17:42,3714,13,3708,7
E,2018-11-2 17:43,3714,13,3708,7
E,2018-11-2 17:43,3711,10,3711,10
E,2018-11-2 17:43,3714,13,3708,7
E,2018-11-2 17:43,3711,10,3711,10
I,2018-11-2 17:44,3711,10,3711,10
E,2018-11-2 17:44,3708,7,3708,7
E,2018-11-2 17:44,3711,10,3711,10
E,2018-11-2 17:44,3715,14,5141,24
E,2018-11-2 17:44,3712,11,3712,11
E,2018-11-2 17:44,3714,13,3714,13
E,2018-11-2 17:44,3708,7,3708,7
I,2018-11-2 17:44,3711,10,3711,10
E,2018-11-2 17:45,3708,7,3708,7
E,2018-11-2 17:45,3708,7,3708,7
E,2018-11-2 17:45,3711,10,3711,10
E,2018-11-2 17:45,3711,10,3711,10
E,2018-11-2 17:45,3708,7,3708,7
I,2018-11-2 17:46,3715,14,3715,14
E,2018-11-2 17:46,3715,14,3715,14
E,2018-11-2 17:46,3717,16,3709,8
E,2018-11-2 17:46,3711,10,3711,10
E,2018-11-2 17:46,3708,7,3708,7
E,2018-11-2 17:46,3714,13,3708,7
E,2018-11-2 17:46,3708,7,3708,7
E,2018-11-2 17:46,3711,10,3711,10
E,2018-11-2 17:46,3711,10,3711,10
E,2018-11-2 17:46,3711,10,3711,10
E,2018-11-2 17:46,3711,10,3711,10
E,2018-11-2 17:46,3714,13,3714,13
I,2018-11-2 17:47,3711,10,3711,10
E,2018-11-2 17:47,3711,10,3711,10
E,2018-11-2 17:47,3711,10,3711,10
E,2018-11-2 17:47,3711,10,3711,10
E,2018-11-2 17:47,3715,14,3715,14
E,2018-11-2 17:47,3711,10,3711,10
E,2018-11-2 17:47,3711,10,3711,10
E,2018-11-2 17:48,3708,7,3708,7
E,2018-11-2 17:48,3711,10,3711,10
E,2018-11-2 17:48,3708,7,3708,7
E,2018-11-2 17:48,3715,14,3715,14
E,2018-11-2 17:48,3708,7,3708,7
E,2018-11-2 17:48,3711,10,3711,10
E,2018-11-2 17:48,3708,7,3708,7
E,2018-11-2 17:49,3708,7,3708,7
E,2018-11-2 17:49,3711,10,3711,10
E,2018-11-2 17:49,3711,10,3711,10
E,2018-11-2 17:49,3711,10,3711,10
E,2018-11-2 17:50,3708,7,3708,7
E,2018-11-2 17:50,3711,10,3711,10
E,2018-11-2 17:50,3711,10,3711,10
E,2018-11-2 17:50,3711,10,3711,10
E,2018-11-2 17:51,3708,7,3708,7
E,2018-11-2 17:51,3708,7,3708,7
E,2018-11-2 17:51,3712,11,3712,11
E,2018-11-2 17:51,3708,7,3708,7
E,2018-11-2 17:52,3711,10,3711,10
E,2018-11-2 17:52,3711,10,3711,10
E,2018-11-2 17:52,3711,10,3711,10
E,2018-11-2 17:52,3715,14,3507,24
E,2018-11-2 17:52,3711,10,3711,10
E,2018-11-2 17:52,3708,7,3708,7
E,2018-11-2 17:53,3715,14,3715,14
E,2018-11-2 17:53,3712,11,3708,7
E,2018-11-2 17:53,3715,14,3715,14
E,2018-11-2 17:53,3711,10,3711,10
E,2018-11-2 17:53,3711,10,3711,10
E,2018-11-2 17:54,3715,14,3715,14
E,2018-11-2 17:54,3711,10,3711,10
E,2018-11-2 17:54,3715,14,3715,14
E,2018-11-2 17:54,3708,7,3708,7
I,2018-11-2 17:55,3708,7,3708,7
E,2018-11-2 17:55,3711,10,3711,10
E,2018-11-2 17:55,3711,10,3711,10
I,2018-11-2 17:56,3715,14,5317,24
E,2018-11-2 17:56,3712,11,3712,11
E,2018-11-2 17:56,3708,7,3708,7
E,2018-11-2 17:56,3708,7,3708,7
E,2018-11-2 17:56,3714,13,3708,7
E,2018-11-2 17:56,3711,10,3711,10
E,2018-11-2 17:56,3711,10,3711,10
E,2018-11-2 17:56,3715,14,3715,14
E,2018-11-2 17:56,3715,14,5141,24
I,2018-11-2 17:57,3713,12,5141,24
E,2018-11-2 17:57,3714,13,4604,24
E,2018-11-2 17:57,3711,10,3711,10
E,2018-11-2 17:57,3711,10,3711,10
E,2018-11-2 17:57,3708,7,3708,7
E,2018-11-2 17:57,3711,10,3711,10
E,2018-11-2 17:57,3711,10,3711,10
E,2018-11-2 17:58,3711,10,3711,10
E,2018-11-2 17:58,3708,7,3708,7
E,2018-11-2 17:58,3715,14,3715,14
E,2018-11-2 17:58,3715,14,3715,14
E,2018-11-2 17:58,3715,14,3715,14
E,2018-11-2 17:58,3711,10,3711,10
E,2018-11-2 17:58,3711,10,3711,10
E,2018-11-2 17:58,3715,14,3507,24
E,2018-11-2 17:58,3712,11,3708,7
I,2018-11-2 17:59,3718,17,3715,14
E,2018-11-2 17:59,3711,10,3711,10
E,2018-11-2 17:59,3717,16,3711,10
E,2018-11-2 17:59,3711,10,3711,10
E,2018-11-2 17:59,3715,14,3715,14
E,2018-11-2 18:01,3708,7,3708,7
E,2018-11-2 18:01,3711,10,3711,10
E,2018-11-2 18:01,3717,16,3711,10
E,2018-11-2 18:01,3711,10,3711,10
E,2018-11-2 18:01,3708,7,3708,7
E,2018-11-2 18:01,3708,7,3708,7
E,2018-11-2 18:01,3715,14,3715,14
E,2018-11-2 18:01,3708,7,3708,7
E,2018-11-2 18:01,3715,14,3715,14
E,2018-11-2 18:01,3711,10,3711,10
E,2018-11-2 18:01,3712,11,3712,11
E,2018-11-2 18:02,3711,10,3711,10
E,2018-11-2 18:02,3708,7,3708,7
E,2018-11-2 18:02,3708,7,3708,7
E,2018-11-2 18:02,3708,7,3708,7
E,2018-11-2 18:02,3715,14,3715,14
E,2018-11-2 18:02,3708,7,3708,7
E,2018-11-2 18:02,3711,10,3711,10
E,2018-11-2 18:02,3712,11,3708,7
E,2018-11-2 18:03,3711,10,3711,10
E,2018-11-2 18:03,3711,10,3711,10
E,2018-11-2 18:03,3711,10,3711,10
E,2018-11-2 18:04,3715,14,5141,24
E,2018-11-2 18:04,3711,10,3711,10
E,2018-11-2 18:04,3711,10,3711,10
E,2018-11-2 18:04,3708,7,3708,7
E,2018-11-2 18:04,3708,7,3708,7
E,2018-11-2 18:04,3708,7,3708,7
E,2018-11-2 18:04,3708,7,3708,7
E,2018-11-2 18:04,3708,7,3708,7
E,2018-11-2 18:04,3717,16,3711,10
E,2018-11-2 18:04,3712,11,3712,11
E,2018-11-2 18:05,3715,14,3715,14
E,2018-11-2 18:05,3708,7,3708,7
E,2018-11-2 18:06,3716,15,5301,24
E,2018-11-2 18:06,3711,10,3711,10
E,2018-11-2 18:06,3708,7,3708,7
E,2018-11-2 18:06,3711,10,3711,10
E,2018-11-2 18:06,3711,10,3711,10
E,2018-11-2 18:06,3708,7,3708,7
E,2018-11-2 18:06,3716,15,5301,24
E,2018-11-2 18:06,3711,10,3711,10
E,2018-11-2 18:06,3715,14,3715,14
E,2018-11-2 18:06,3714,13,3714,13
E,2018-11-2 18:07,3716,15,5301,24
E,2018-11-2 18:07,3708,7,3708,7
E,2018-11-2 18:07,3714,13,3714,13
E,2018-11-2 18:07,3708,7,3708,7
E,2018-11-2 18:07,3716,15,5301,24
E,2018-11-2 18:07,3714,13,3714,13
E,2018-11-2 18:07,3715,14,3715,14
E,2018-11-2 18:07,3708,7,3708,7
E,2018-11-2 18:07,3714,13,3714,13
E,2018-11-2 18:07,3711,10,3711,10
E,2018-11-2 18:08,3711,10,3711,10
E,2018-11-2 18:08,3715,14,3715,14
E,2018-11-2 18:08,3716,15,5301,24
E,2018-11-2 18:08,3711,10,3711,10
E,2018-11-2 18:09,3711,10,3711,10
E,2018-11-2 18:09,3716,15,5301,24
E,2018-11-2 18:09,3708,7,3708,7
E,2018-11-2 18:09,3708,7,3708,7
E,2018-11-2 18:09,3716,15,5301,24
E,2018-11-2 18:09,3712,11,3712,11
E,2018-11-2 18:09,3714,13,3708,7
E,2018-11-2 18:09,3715,14,3715,14
E,2018-11-2 18:10,3708,7,3708,7
E,2018-11-2 18:10,3708,7,3708,7
E,2018-11-2 18:10,3711,10,3711,10
I,2018-11-2 18:10,3713,12,5301,24
I,2018-11-2 18:11,3717,16,3711,10
E,2018-11-2 18:12,3711,10,3711,10
E,2018-11-2 18:12,3711,10,3711,10
E,2018-11-2 18:12,3714,13,3708,7
E,2018-11-2 18:12,3708,7,3708,7
E,2018-11-2 18:12,3708,7,3708,7
I,2018-11-2 18:13,3711,10,3711,10
E,2018-11-2 18:13,3711,10,3711,10
E,2018-11-2 18:13,3708,7,3708,7
E,2018-11-2 18:13,3708,7,3708,7
E,2018-11-2 18:13,3711,10,3711,10
E,2018-11-2 18:14,3708,7,3708,7
E,2018-11-2 18:14,3714,13,3714,13
E,2018-11-2 18:14,3708,7,3708,7
E,2018-11-2 18:14,3715,14,3715,14
E,2018-11-2 18:14,3711,10,3711,10
E,2018-11-2 18:14,3714,13,3708,7
E,2018-11-2 18:14,3715,14,5141,24
E,2018-11-2 18:15,3714,13,3711,10
E,2018-11-2 18:15,3708,7,3708,7
E,2018-11-2 18:15,3715,14,3715,14
E,2018-11-2 18:15,3708,7,3708,7
E,2018-11-2 18:15,3714,13,3711,10
E,2018-11-2 18:15,3711,10,3711,10
E,2018-11-2 18:16,3711,10,3711,10
E,2018-11-2 18:16,3711,10,3711,10
E,2018-11-2 18:16,3708,7,3708,7
E,2018-11-2 18:16,3708,7,3708,7
E,2018-11-2 18:16,3715,14,5141,24
E,2018-11-2 18:17,3711,10,3711,10
E,2018-11-2 18:17,3715,14,3715,14
E,2018-11-2 18:18,3715,14,3715,14
E,2018-11-2 18:18,3714,13,3708,7
E,2018-11-2 18:18,3708,7,3708,7
E,2018-11-2 18:18,3711,10,3711,10
E,2018-11-2 18:19,3708,7,3708,7
E,2018-11-2 18:19,3708,7,3708,7
E,2018-11-2 18:19,3708,7,3708,7
E,2018-11-2 18:19,3715,14,3715,14
E,2018-11-2 18:20,3708,7,3708,7
E,2018-11-2 18:20,3711,10,3711,10
E,2018-11-2 18:20,3711,10,3711,10
E,2018-11-2 18:20,3715,14,3715,14
E,2018-11-2 18:20,3711,10,3711,10
E,2018-11-2 18:21,3712,11,3712,11
E,2018-11-2 18:21,3708,7,3708,7
I,2018-11-2 18:21,3711,10,3711,10
E,2018-11-2 18:22,3708,7,3708,7
E,2018-11-2 18:22,3715,14,3715,14
E,2018-11-2 18:22,3708,7,3708,7
E,2018-11-2 18:22,3708,7,3708,7
E,2018-11-2 18:22,3715,14,3715,14
I,2018-11-2 18:23,3711,10,3711,10
E,2018-11-2 18:23,3711,10,3711,10
E,2018-11-2 18:23,3715,14,3715,14
E,2018-11-2 18:23,3708,7,3708,7
E,2018-11-2 18:24,3715,14,3715,14
E,2018-11-2 18:24,3711,10,3711,10
E,2018-11-2 18:24,3708,7,3708,7
E,2018-11-2 18:24,3716,15,5301,24
E,2018-11-2 18:25,3716,15,5301,24
E,2018-11-2 18:25,3716,15,5301,24
E,2018-11-2 18:25,3715,14,3715,14
E,2018-11-2 18:26,3716,15,5301,24
E,2018-11-2 18:26,3711,10,3711,10
E,2018-11-2 18:26,3725,22,5301,24
E,2018-11-2 18:26,3715,14,3715,14
E,2018-11-2 18:26,3711,10,3711,10
E,2018-11-2 18:26,3708,7,3708,7
E,2018-11-2 18:26,3711,10,3711,10
E,2018-11-2 18:27,3716,15,5301,24
E,2018-11-2 18:27,3708,7,3708,7
E,2018-11-2 18:27,3715,14,3715,14
E,2018-11-2 18:28,3708,7,3708,7
E,2018-11-2 18:28,3708,7,3708,7
E,2018-11-2 18:29,3715,14,3715,14
E,2018-11-2 18:30,3711,10,3711,10
E,2018-11-2 18:30,3708,7,3708,7
E,2018-11-2 18:30,3711,10,3711,10
E,2018-11-2 18:31,3708,7,3708,7
E,2018-11-2 18:31,3715,14,3715,14
I,2018-11-2 18:32,3711,10,3711,10
E,2018-11-2 18:32,3711,10,3711,10
E,2018-11-2 18:32,3711,10,3711,10
E,2018-11-2 18:32,3708,7,3708,7
E,2018-11-2 18:33,3715,14,3715,14
E,2018-11-2 18:33,3714,13,3711,10
E,2018-11-2 18:33,3708,7,3708,7
E,2018-11-2 18:34,3711,10,3711,10
E,2018-11-2 18:34,3708,7,3708,7
E,2018-11-2 18:35,3708,7,3708,7
E,2018-11-2 18:36,3715,14,3715,14
E,2018-11-2 18:36,3712,11,3712,11
E,2018-11-2 18:36,3708,7,3708,7
E,2018-11-2 18:36,3714,13,3711,10
E,2018-11-2 18:36,3711,10,3711,10
E,2018-11-2 18:36,3708,7,3708,7
E,2018-11-2 18:36,3714,13,3711,10
E,2018-11-2 18:37,3711,10,3711,10
E,2018-11-2 18:37,3708,7,3708,7
E,2018-11-2 18:37,3715,14,3715,14
E,2018-11-2 18:37,3708,7,3708,7
E,2018-11-2 18:37,3708,7,3708,7
E,2018-11-2 18:37,3708,7,3708,7
E,2018-11-2 18:37,3711,10,3711,10
E,2018-11-2 18:38,3708,7,3708,7
E,2018-11-2 18:38,3708,7,3708,7
E,2018-11-2 18:38,3711,10,3711,10
E,2018-11-2 18:38,3708,7,3708,7
E,2018-11-2 18:38,3715,14,3715,14
E,2018-11-2 18:39,3708,7,3708,7
E,2018-11-2 18:39,3708,7,3708,7
E,2018-11-2 18:39,3715,14,3715,14
E,2018-11-2 18:39,3708,7,3708,7
E,2018-11-2 18:40,3715,14,3715,14
E,2018-11-2 18:40,3712,11,3712,11
E,2018-11-2 18:40,3708,7,3708,7
E,2018-11-2 18:41,3708,7,3708,7
E,2018-11-2 18:41,3715,14,3715,14
E,2018-11-2 18:41,3711,10,3711,10
E,2018-11-2 18:42,3711,10,3711,10
E,2018-11-2 18:43,3715,14,3715,14
E,2018-11-2 18:43,3708,7,3708,7
E,2018-11-2 18:44,3711,10,3711,10
E,2018-11-2 18:44,3711,10,3711,10
E,2018-11-2 18:44,3708,7,3708,7
E,2018-11-2 18:44,3715,14,3507,24
E,2018-11-2 18:46,3708,7,3708,7
E,2018-11-2 18:46,3711,10,3711,10
E,2018-11-2 18:46,3711,10,3711,10
E,2018-11-2 18:47,3711,10,3711,10
E,2018-11-2 18:47,3711,10,3711,10
E,2018-11-2 18:48,3715,14,3715,14
E,2018-11-2 18:48,3708,7,3708,7
E,2018-11-2 18:48,3715,14,3715,14
E,2018-11-2 18:48,3711,10,3711,10
E,2018-11-2 18:48,3711,10,3711,10
E,2018-11-2 18:48,3715,14,3715,14
E,2018-11-2 18:48,3708,7,3708,7
E,2018-11-2 18:49,3708,7,3708,7
E,2018-11-2 18:49,3712,11,3712,11
E,2018-11-2 18:49,3708,7,3708,7
E,2018-11-2 18:50,3708,7,3708,7
E,2018-11-2 18:50,3715,14,3715,14
E,2018-11-2 18:51,3715,14,3715,14
E,2018-11-2 18:51,3708,7,3708,7
E,2018-11-2 18:51,3715,14,3507,24
E,2018-11-2 18:52,3711,10,3711,10
E,2018-11-2 18:52,3708,7,3708,7
E,2018-11-2 18:52,3711,10,3711,10
E,2018-11-2 18:53,3715,14,3715,14
E,2018-11-2 18:53,3715,14,3715,14
E,2018-11-2 18:54,3708,7,3708,7
E,2018-11-2 18:54,3716,15,5301,24
E,2018-11-2 18:54,3708,7,3708,7
E,2018-11-2 18:54,3715,14,3715,14
E,2018-11-2 18:54,3708,7,3708,7
E,2018-11-2 18:55,3708,7,3708,7
E,2018-11-2 18:56,3726,23,3723,20
E,2018-11-2 18:57,3708,7,3708,7
E,2018-11-2 19:00,3715,14,3715,14
E,2018-11-2 19:01,3714,13,3711,10
E,2018-11-2 19:01,3708,7,3708,7
E,2018-11-2 19:01,3708,7,3708,7
E,2018-11-2 19:02,3714,13,3711,10
E,2018-11-2 19:02,3708,7,3708,7
E,2018-11-2 19:02,3711,10,3711,10
E,2018-11-2 19:03,3708,7,3708,7
E,2018-11-2 19:03,3714,13,3711,10
I,2018-11-2 19:05,3711,10,3711,10
E,2018-11-2 19:05,3715,14,3715,14
E,2018-11-2 19:05,3708,7,3708,7
E,2018-11-2 19:06,3714,13,3711,10
I,2018-11-2 19:07,3711,10,3711,10
E,2018-11-2 19:07,3708,7,3708,7
E,2018-11-2 19:08,3726,23,3723,20
I,2018-11-2 19:09,3708,7,3708,7
E,2018-11-2 19:09,3715,14,3715,14
E,2018-11-2 19:10,3715,14,3715,14
E,2018-11-2 19:10,3714,13,3711,10
E,2018-11-2 19:11,3708,7,3708,7
E,2018-11-2 19:13,3708,7,3708,7
E,2018-11-2 19:13,3711,10,3711,10
E,2018-11-2 19:15,3711,10,3711,10
E,2018-11-2 19:16,3711,10,3711,10
E,2018-11-2 19:16,3708,7,3708,7
I,2018-11-2 19:17,3711,10,3711,10
E,2018-11-2 19:17,3711,10,3711,10
E,2018-11-2 19:20,3708,7,3708,7
E,2018-11-2 19:21,3708,7,3708,7
E,2018-11-2 19:21,3711,10,3711,10
E,2018-11-2 19:22,3708,7,3708,7
E,2018-11-2 19:23,3711,10,3711,10
E,2018-11-2 19:23,3711,10,3711,10
E,2018-11-2 19:23,3711,10,3711,10
E,2018-11-2 19:23,3711,10,3711,10
E,2018-11-2 19:23,3708,7,3708,7
E,2018-11-2 19:23,3711,10,3711,10
E,2018-11-2 19:24,3711,10,3711,10
E,2018-11-2 19:24,3711,10,3711,10
E,2018-11-2 19:24,3711,10,3711,10
E,2018-11-2 19:24,3711,10,3711,10
E,2018-11-2 19:24,3711,10,3711,10
E,2018-11-2 19:24,3711,10,3711,10
E,2018-11-2 19:24,3711,10,3711,10
E,2018-11-2 19:24,3711,10,3711,10
E,2018-11-2 19:24,3711,10,3711,10
E,2018-11-2 19:24,3708,7,3708,7
E,2018-11-2 19:24,3711,10,3711,10
E,2018-11-2 19:24,3711,10,3711,10
E,2018-11-2 19:24,3711,10,3711,10
E,2018-11-2 19:24,3711,10,3711,10
E,2018-11-2 19:24,3708,7,3708,7
E,2018-11-2 19:24,3711,10,3711,10
E,2018-11-2 19:25,3711,10,3711,10
E,2018-11-2 19:25,3711,10,3711,10
E,2018-11-2 19:25,3711,10,3711,10
E,2018-11-2 19:25,3711,10,3711,10
E,2018-11-2 19:25,3711,10,3711,10
E,2018-11-2 19:25,3711,10,3711,10
E,2018-11-2 19:25,3711,10,3711,10
E,2018-11-2 19:25,3711,10,3711,10
E,2018-11-2 19:26,3711,10,3711,10
E,2018-11-2 19:26,3711,10,3711,10
E,2018-11-2 19:29,3708,7,3708,7
E,2018-11-2 19:30,3711,10,3711,10
E,2018-11-2 19:30,3711,10,3711,10
E,2018-11-2 19:30,3711,10,3711,10
E,2018-11-2 19:31,3708,7,3708,7
E,2018-11-2 19:31,3711,10,3711,10
E,2018-11-2 19:31,3711,10,3711,10
E,2018-11-2 19:32,3708,7,3708,7
E,2018-11-2 19:33,3711,10,3711,10
E,2018-11-2 19:36,3715,14,3715,14
E,2018-11-2 19:36,3714,13,3708,7
E,2018-11-2 19:37,3714,13,3711,10
E,2018-11-2 19:37,3714,13,3711,10
E,2018-11-2 19:42,3714,13,3708,7
E,2018-11-2 19:43,3714,13,3711,10
E,2018-11-2 19:45,3708,7,3708,7
E,2018-11-2 19:46,3708,7,3708,7
E,2018-11-2 19:46,3714,13,3711,10
E,2018-11-2 19:47,3715,14,3715,14
E,2018-11-2 19:48,3708,7,3708,7
E,2018-11-2 19:49,3714,13,3708,7
E,2018-11-2 19:49,3711,10,3711,10
E,2018-11-2 19:50,3714,13,3711,10
E,2018-11-2 19:50,3714,13,3711,10
E,2018-11-2 19:51,3715,14,3715,14
E,2018-11-2 19:52,3714,13,3711,10
E,2018-11-2 19:55,3715,14,3715,14
E,2018-11-2 19:56,3711,10,3711,10
E,2018-11-2 19:58,3711,10,3711,10
E,2018-11-2 20:01,3714,13,3711,10
I,2018-11-2 20:01,3711,10,3711,10
E,2018-11-2 20:04,3714,13,3711,10
E,2018-11-2 20:06,3711,10,3711,10
E,2018-11-2 20:08,3714,13,3708,7
E,2018-11-2 20:12,3715,14,4712,24
E,2018-11-2 20:16,3714,13,3714,13
E,2018-11-2 20:25,3711,10,3711,10
I,2018-11-2 20:26,3709,8,3708,7
E,2018-11-2 20:30,3711,10,3711,10
E,2018-11-2 20:48,3715,14,3715,14
E,2018-11-2 20:53,3711,10,3711,10
E,2018-11-2 20:56,3711,10,3711,10
E,2018-11-2 21:14,3711,10,3711,10
E,2018-11-2 21:16,3708,7,3708,7
E,2018-11-2 21:23,3711,10,3711,10
E,2018-11-2 21:38,3711,10,3711,10
E,2018-11-2 21:55,3708,7,3708,7
E,2018-11-2 22:15,3711,10,3711,10
E,2018-11-2 22:15,3708,7,3708,7
E,2018-11-2 22:47,3711,10,3711,10
E,2018-11-3 8:07,3717,16,3717,16
